review_id,spot_slug,spot_name,date,source,scene_source,is_frozen_organized,label,note,rgb_path,annotated_rgb_path,nir_path,annotated_nir_path
lawrencetown-beach_2022-09-10,lawrencetown-beach,Lawrencetown Beach,2022-09-10,development_candidate,foam_manifest,false,,,pipeline/research/swell_lines_v5/review_images/lawrencetown-beach/lawrencetown-beach_2022-09-10_1.6m_rgb.png,pipeline/data/gallery/lawrencetown-beach/lawrencetown-beach_2022-09-10_1.6m_rgb_annotated.png,pipeline/research/swell_lines_v5/review_images/lawrencetown-beach/lawrencetown-beach_2022-09-10_1.6m_nir.png,pipeline/data/gallery/lawrencetown-beach/lawrencetown-beach_2022-09-10_1.6m_nir_annotated.png
lawrencetown-beach_2022-06-19,lawrencetown-beach,Lawrencetown Beach,2022-06-19,development_candidate,foam_manifest,false,,,pipeline/research/swell_lines_v5/review_images/lawrencetown-beach/lawrencetown-beach_2022-06-19_1.6m_rgb.png,,pipeline/research/swell_lines_v5/review_images/lawrencetown-beach/lawrencetown-beach_2022-06-19_1.6m_nir.png,
lawrencetown-beach_2022-05-10,lawrencetown-beach,Lawrencetown Beach,2022-05-10,development_candidate,foam_manifest,false,,,pipeline/research/swell_lines_v5/review_images/lawrencetown-beach/lawrencetown-beach_2022-05-10_1.5m_rgb.png,,pipeline/research/swell_lines_v5/review_images/lawrencetown-beach/lawrencetown-beach_2022-05-10_1.5m_nir.png,
lawrencetown-beach_2025-03-13,lawrencetown-beach,Lawrencetown Beach,2025-03-13,development_candidate,foam_manifest,false,,,pipeline/research/swell_lines_v5/review_images/lawrencetown-beach/lawrencetown-beach_2025-03-13_1.0m_rgb.png,,pipeline/research/swell_lines_v5/review_images/lawrencetown-beach/lawrencetown-beach_2025-03-13_1.0m_nir.png,
lawrencetown-beach_2021-11-09,lawrencetown-beach,Lawrencetown Beach,2021-11-09,development_candidate,foam_manifest,false,,,pipeline/research/swell_lines_v5/review_images/lawrencetown-beach/lawrencetown-beach_2021-11-09_1.0m_rgb.png,pipeline/data/gallery/lawrencetown-beach/lawrencetown-beach_2021-11-09_1.0m_rgb_annotated.png,pipeline/research/swell_lines_v5/review_images/lawrencetown-beach/lawrencetown-beach_2021-11-09_1.0m_nir.png,pipeline/data/gallery/lawrencetown-beach/lawrencetown-beach_2021-11-09_1.0m_nir_annotated.png
hirtles-beach_2023-09-05,hirtles-beach,Hirtle's Beach,2023-09-05,frozen_organized,foam_manifest,true,,,pipeline/research/swell_lines_v5/review_images/hirtles-beach/hirtles-beach_2023-09-05_1.7m_rgb.png,pipeline/data/gallery/hirtles-beach/hirtles-beach_2023-09-05_1.7m_rgb_annotated.png,pipeline/research/swell_lines_v5/review_images/hirtles-beach/hirtles-beach_2023-09-05_1.7m_nir.png,pipeline/data/gallery/hirtles-beach/hirtles-beach_2023-09-05_1.7m_nir_annotated.png
hirtles-beach_2023-11-19,hirtles-beach,Hirtle's Beach,2023-11-19,development_candidate,foam_manifest,false,,,pipeline/research/swell_lines_v5/review_images/hirtles-beach/hirtles-beach_2023-11-19_3.2m_rgb.png,pipeline/data/gallery/hirtles-beach/hirtles-beach_2023-11-19_3.2m_rgb_annotated.png,pipeline/research/swell_lines_v5/review_images/hirtles-beach/hirtles-beach_2023-11-19_3.2m_nir.png,pipeline/data/gallery/hirtles-beach/hirtles-beach_2023-11-19_3.2m_nir_annotated.png
hirtles-beach_2022-09-10,hirtles-beach,Hirtle's Beach,2022-09-10,development_candidate,foam_manifest,false,,,pipeline/research/swell_lines_v5/review_images/hirtles-beach/hirtles-beach_2022-09-10_1.9m_rgb.png,pipeline/data/gallery/hirtles-beach/hirtles-beach_2022-09-10_1.9m_rgb_annotated.png,pipeline/research/swell_lines_v5/review_images/hirtles-beach/hirtles-beach_2022-09-10_1.9m_nir.png,pipeline/data/gallery/hirtles-beach/hirtles-beach_2022-09-10_1.9m_nir_annotated.png
hirtles-beach_2025-04-02,hirtles-beach,Hirtle's Beach,2025-04-02,development_candidate,foam_manifest,false,,,pipeline/research/swell_lines_v5/review_images/hirtles-beach/hirtles-beach_2025-04-02_1.6m_rgb.png,,pipeline/research/swell_lines_v5/review_images/hirtles-beach/hirtles-beach_2025-04-02_1.6m_nir.png,
hirtles-beach_2022-11-29,hirtles-beach,Hirtle's Beach,2022-11-29,development_candidate,foam_manifest,false,,,pipeline/research/swell_lines_v5/review_images/hirtles-beach/hirtles-beach_2022-11-29_1.2m_rgb.png,,pipeline/research/swell_lines_v5/review_images/hirtles-beach/hirtles-beach_2022-11-29_1.2m_nir.png,
hirtles-beach_2021-11-09,hirtles-beach,Hirtle's Beach,2021-11-09,development_candidate,foam_manifest,false,,,pipeline/research/swell_lines_v5/review_images/hirtles-beach/hirtles-beach_2021-11-09_1.2m_rgb.png,pipeline/data/gallery/hirtles-beach/hirtles-beach_2021-11-09_1.2m_rgb_annotated.png,pipeline/research/swell_lines_v5/review_images/hirtles-beach/hirtles-beach_2021-11-09_1.2m_nir.png,pipeline/data/gallery/hirtles-beach/hirtles-beach_2021-11-09_1.2m_nir_annotated.png
hirtles-beach_2025-03-13,hirtles-beach,Hirtle's Beach,2025-03-13,development_candidate,foam_manifest,false,,,pipeline/research/swell_lines_v5/review_images/hirtles-beach/hirtles-beach_2025-03-13_1.1m_rgb.png,,pipeline/research/swell_lines_v5/review_images/hirtles-beach/hirtles-beach_2025-03-13_1.1m_nir.png,
hirtles-beach_2026-04-07,hirtles-beach,Hirtle's Beach,2026-04-07,development_candidate,gee_refresh,false,,,pipeline/research/swell_lines_v5/review_images/hirtles-beach/hirtles-beach_2026-04-07_1.0m_rgb.png,,pipeline/research/swell_lines_v5/review_images/hirtles-beach/hirtles-beach_2026-04-07_1.0m_nir.png,
hirtles-beach_2024-06-16,hirtles-beach,Hirtle's Beach,2024-06-16,development_candidate,foam_manifest,false,,,pipeline/research/swell_lines_v5/review_images/hirtles-beach/hirtles-beach_2024-06-16_1.0m_rgb.png,,pipeline/research/swell_lines_v5/review_images/hirtles-beach/hirtles-beach_2024-06-16_1.0m_nir.png,
martinique-beach_2023-11-19,martinique-beach,Martinique Beach,2023-11-19,frozen_organized,foam_manifest,true,,,pipeline/research/swell_lines_v5/review_images/martinique-beach/martinique-beach_2023-11-19_2.9m_rgb.png,pipeline/data/gallery/martinique-beach/martinique-beach_2023-11-19_2.9m_rgb_annotated.png,pipeline/research/swell_lines_v5/review_images/martinique-beach/martinique-beach_2023-11-19_2.9m_nir.png,pipeline/data/gallery/martinique-beach/martinique-beach_2023-11-19_2.9m_nir_annotated.png
martinique-beach_2026-03-18,martinique-beach,Martinique Beach,2026-03-18,development_candidate,foam_manifest,false,,,pipeline/research/swell_lines_v5/review_images/martinique-beach/martinique-beach_2026-03-18_2.1m_rgb.png,pipeline/data/gallery/martinique-beach/martinique-beach_2026-03-18_2.1m_rgb_annotated.png,pipeline/research/swell_lines_v5/review_images/martinique-beach/martinique-beach_2026-03-18_2.1m_nir.png,pipeline/data/gallery/martinique-beach/martinique-beach_2026-03-18_2.1m_nir_annotated.png
martinique-beach_2022-06-19,martinique-beach,Martinique Beach,2022-06-19,development_candidate,foam_manifest,false,,,pipeline/research/swell_lines_v5/review_images/martinique-beach/martinique-beach_2022-06-19_1.7m_rgb.png,,pipeline/research/swell_lines_v5/review_images/martinique-beach/martinique-beach_2022-06-19_1.7m_nir.png,
martinique-beach_2025-04-02,martinique-beach,Martinique Beach,2025-04-02,development_candidate,foam_manifest,false,,,pipeline/research/swell_lines_v5/review_images/martinique-beach/martinique-beach_2025-04-02_1.5m_rgb.png,pipeline/data/gallery/martinique-beach/martinique-beach_2025-04-02_1.5m_rgb_annotated.png,pipeline/research/swell_lines_v5/review_images/martinique-beach/martinique-beach_2025-04-02_1.5m_nir.png,pipeline/data/gallery/martinique-beach/martinique-beach_2025-04-02_1.5m_nir_annotated.png
martinique-beach_2022-09-10,martinique-beach,Martinique Beach,2022-09-10,development_candidate,foam_manifest,false,,,pipeline/research/swell_lines_v5/review_images/martinique-beach/martinique-beach_2022-09-10_1.1m_rgb.png,pipeline/data/gallery/martinique-beach/martinique-beach_2022-09-10_1.1m_rgb_annotated.png,pipeline/research/swell_lines_v5/review_images/martinique-beach/martinique-beach_2022-09-10_1.1m_nir.png,pipeline/data/gallery/martinique-beach/martinique-beach_2022-09-10_1.1m_nir_annotated.png
martinique-beach_2022-11-29,martinique-beach,Martinique Beach,2022-11-29,development_candidate,foam_manifest,false,,,pipeline/research/swell_lines_v5/review_images/martinique-beach/martinique-beach_2022-11-29_1.1m_rgb.png,,pipeline/research/swell_lines_v5/review_images/martinique-beach/martinique-beach_2022-11-29_1.1m_nir.png,
martinique-beach_2022-02-24,martinique-beach,Martinique Beach,2022-02-24,development_candidate,foam_manifest,false,,,pipeline/research/swell_lines_v5/review_images/martinique-beach/martinique-beach_2022-02-24_1.1m_rgb.png,,pipeline/research/swell_lines_v5/review_images/martinique-beach/martinique-beach_2022-02-24_1.1m_nir.png,
martinique-beach_2026-02-28,martinique-beach,Martinique Beach,2026-02-28,development_candidate,foam_manifest,false,,,pipeline/research/swell_lines_v5/review_images/martinique-beach/martinique-beach_2026-02-28_1.1m_rgb.png,,pipeline/research/swell_lines_v5/review_images/martinique-beach/martinique-beach_2026-02-28_1.1m_nir.png,
martinique-beach_2022-04-18,martinique-beach,Martinique Beach,2022-04-18,development_candidate,foam_manifest,false,,,pipeline/research/swell_lines_v5/review_images/martinique-beach/martinique-beach_2022-04-18_1.1m_rgb.png,,pipeline/research/swell_lines_v5/review_images/martinique-beach/martinique-beach_2022-04-18_1.1m_nir.png,
